,text,label
2127,"whether, in accordance with applicable regulations, it is possible to dispense from a pharmacy, based on the demand issued by a doctor for a private medical practice, a drug from group III of the availability category, a drug issued on prescription. Does in this case the doctor must obtain consent from the provincial pharmaceutical inspector to possess and use the preparations for medical purposes? containing narcotic drugs and psychotropic substances",pharmaceutical law
2128,"what should the client do, accept the inheritance with the benefit of inventory, or reject it, how and when should it be done, should the client's adult children also reject the inheritance?",civil law
2129,"Can wholesaler No. re-pack drugs in Polish packaging but with a different number of tablets, e.g. wholesaler No. repackaged the medicinal product in tablet packages and wholesaler No. wants to repack the medicinal product in tablet packages?",pharmaceutical law
2130,"what is the procedure for reporting mobbing, what are the costs of court proceedings in a mobbing case, can a client losing a mobbing case result in criminal consequences, was the client's dismissal from his/her position lawful?",labor law
2131,what are the client's obligations towards people employed under an employment contract and towards contractors in the field of occupational health and safety,labor law
2132,whether the tenant is right in this matter,civil law
2133,whether a pharmacist can provide advice and provide pharmaceutical care as part of his or her own business activity other than a pharmacy,medical law
2134,whether in the case in question the client has the opportunity to effectively appeal against the employer's decision,labor law
2135,what legal steps the hospital can take,criminal law
2136,whether the tombstone contractor is right to demand that the client's PESEL number be indicated in the contract,administrative law
2137,"Can the client, as a pediatric resident, work in the emergency room? Can the client perform duty in the emergency room on her own? Is it possible to shorten the notice period for the residency contract in the event of termination of the contract by the client?",medical law
2138,whether the client should issue an invoice to the unit where she completed the basic module as part of her individual medical practice,medical law
2139,should the client have a marriage certificate with her to prove that the Covid certificate and ekuza card were issued for her?,medical law
2140,Can patients record their doctor during a visit?,criminal law
2141,whether the client's behavior in sending patients to the emergency room is justified,medical law
2142,"Due to the fact that in the last five years the income of the client's parents did not allow them to accumulate savings in an amount corresponding to the price of the property, are they at risk of income control carried out by the tax office and related penalties? In this situation, it would be easier to give the client the apartment purchased by her parents in the form of a gift?",tax law
2143,what are the basis for the liability of a doctor running an individual medical practice,medical law
2144,whether a client with pre-retirement protection can get a job without medical duty whether the client's contract should be changed when he works in a clinic and not in a gynecological and obstetrics ward how the client's holiday pay is calculated,labor law
2145,is the client still entitled to a salary supplement received on the basis of a declaration on the provision of health services only in one medical entity contracted with the National Health Fund?,medical law
2146,whether the client is obliged to disclose to buyers the price at which she purchased the apartment,civil law
2147,"whether the developer's activity constitutes a crime of fraud, what steps should the client's husband take in this case",criminal law
2148,"how to calculate the due remuneration of a radiology resident doctor who is entitled to a patriotic voucher, how much is the client's current basic salary",medical law
2149,whether persons who have concluded a development agreement regarding the same investment as the client can claim payment of contractual penalties in group proceedings,civil law
2150,Can the client perform ultrasound examinations?,medical law
2151,what can the client's partner do? Can a nurse be a partner of the company?,medical law
2152,whether and how the client can claim payment of the Covid supplement,medical law
2153,whether the client may face any legal consequences due to running an individual medical practice that is not entered in the register of entities performing medical activities,criminal law
2154,Is it still possible to issue a sick leave to a patient based on a teleconsultation or telephone conversation?,medical law
2155,whether the client is entitled to a claim for payment of the Covid supplement,medical law
2156,whether the property that the client's daughter is planning to buy is encumbered with mortgages,other
2157,what regulations govern the declaration of a pandemic in the Republic of Poland? Can an employer currently send an employee who is a train driver for initial and periodic medical examinations?,labor law
2158,whether the hospital management had grounds to impose a contractual penalty on the paramedic,other
2159,can the client issue medical documentation to patients what is the situation of people employed by the client's spouse how can the client close a medical office,medical law
2160,what should the community's procedure be like in the event of an unauthorized vehicle parking in the parking lot? how can the community determine the driver's details with only the registration number of his car?,administrative law
2161,whether the client is legally obliged to implement the procedure in question,medical law
2162,whether the defendant should notify the court about the execution of the payment order in writ proceedings,civil law
2163,"how the liability of the medical entity and the client for medical errors is shaped, how to respond to the letter",medical law
2164,Can the hospital director require a doctor to provide a list of patients with suspected or diagnosed Covid who he/she served in order to justify the payment of the Covid allowance?,medical law
2165,what documents the client should leave at the pharmacy to enable it to continue its operations,pharmaceutical law
2166,whether the client is entitled to a claim for payment of the Covid supplement,medical law
2167,whether there was a violation of personal data protection regulations in the situation described by the client,administrative law
2168,holiday leave reducing the number of hours at work - whether the employer can grant it,labor law
2169,Can a competitive company demand that a customer stop selling a given model of chairs?,other
2170,whether the housing association should issue a VAT invoice to the owner of the premises,civil law
2171,can the client be on duty in the emergency room before completing the basic module? Can the client provide assistance to surgical patients in the emergency room? What is the hospital's liability in the event of being on duty?,criminal law
2172,"whether, in the light of the provisions of the employment contract sent by the client, the employer can instruct the employee to work in both locations where the hospital is located",labor law
2173,what steps the client can take in this matter,administrative law
2174,Can the employer require your name and surname on the invoice?,administrative law
2175,is the client entitled to issue a certificate needed as part of incapacitation proceedings? can the client issue a certificate to a patient who does not have an ID card,medical law
2176,what rights the accused has,criminal law
2177,does the client have to prove that she picked up her child from school and provide other information to Social Insurance Institution inspectors? Will the client's actions in connection with the shortening of the sick leave be effective?,civil law
2178,whether resolutions were effectively adopted in the case in question and whether the administrator is obliged to implement these resolutions,civil law
2179,Can neighbors walk around the client's parents' property? What can the client's parents do about a gate installed by one of the neighbors?,civil law
2180,Can the patient's husband claim compensation from the client in connection with the damage suffered by his deceased wife? What is the client's liability?,medical law
2181,Can the clinic refuse to pay remuneration to the client's husband's bank account?,civil law
2182,is it possible to terminate an employment contract by sending the employer by e-mail a scan of a signed letter containing notice of termination of the employment contract? is it possible to terminate an employment contract by submitting a letter containing notice of termination of the employment contract and informing the absent company owner about this fact,labor law
2183,Can a foreign doctor from outside the European Union participate in the diagnostic and therapeutic process of patients if he does not have the right to practice his profession in Poland?,medical law
2184,"Is it possible to anonymize customer data, including personal data, and anonymize the value of the transaction during the proceedings conducted by the President of the Office of Competition and Consumer Protection pursuant to Article 10 of the Act of February on competition and consumer protection by submitting copies of contracts with consumers and customers at the written request of the person conducting the inspection? contained in the contracts",administrative law
2185,what can the client do in connection with doubts raised regarding irregularities in the hearing reports and other irregularities regarding the proceedings before the medical court? Whether the fact that the district medical court in Warsaw had the medical records of the client's patients may constitute a violation of the provisions on medical documentation,criminal law
2186,Is the child of the pensioner's spouse entitled to receive a holiday refund benefit? Is this benefit part of the estate?,civil law
2187,whether an employee who was on sick leave during the year retains the right to annual leave for the entire year or will the basis for the leave calculation be reduced,labor law
2188,"Can a large housing community conclude an agreement with the owner of a neighboring property enabling members of the community to pass through the neighboring property? If the answer to the first question is yes, what form should such an agreement be drawn up in? Can the client receive a template of such an agreement?",civil law
2189,whether the employer can delegate the client to perform medical duties in a department other than the one indicated as the place of work in the client's employment contract,labor law
2190,Is a train driver obliged to have two pairs of corrective glasses if he has a diagnosed vision defect?,labor law
2191,what assets the bailiff can use to carry out enforcement,criminal law
2192,whether the customer can apply for a refund of the funds paid,criminal law
2193,can the client refuse to carry out the inspection due to the passage of years from the occurrence of the events covered by the inspection? can the National Health Fund question the surplus of reimbursed medicines in stock?,pharmaceutical law
2194,"whether a customer who intends to park an ambulance in a parking space and perform medical examinations in it should, in addition to paying a fee for occupying a parking space, also obtain a permit to occupy the road lane",administrative law
2195,what legal steps the client can take in the presented situation,other
2196,"how should the statement that the client has acquired the entire inheritance from his father be understood? whether the notary who prepared the annuity contract may issue the client an excerpt or copy thereof? whether the client, by acquiring the entire inheritance from his father, also acquired ownership of the movable property left by the father",civil law
2197,when a partner can leave the partnership and during what period of the calendar year is there a notice period?,civil law
2198,can the client apply for part of the compensation from his father's insurance policy? Does the client have a chance to receive compulsory share from his sister due to the fact that she failed to fulfill her duty to care for her father who died tragically in an accident? Should the client want to recover items left by his father and file a lawsuit in court? against his sister or mother,civil law
2199,what are the hours of annual leave that a trainee doctor entitled to days of leave is entitled to? what reason for terminating an employment contract should be given on the employment certificate when the employment contract of an intern doctor is terminated because he or she has completed a postgraduate internship program,medical law
2200,"who is authorized to represent the housing community, entitled to send a request for payment, send an application for disclosure of data to the cepik, file a lawsuit on behalf of the community, what documents should constitute evidence in court proceedings",civil law
2201,Is it legal to conduct proceedings to increase the fee for not separating waste for March? Can the housing community appeal against the decision?,administrative law
2202,whether a doctor running an individual medical practice can employ another doctor,medical law
2203,what should be done with a fence located on the encumbered property that prevents the use of a road easement necessary in the event of a contractual establishment of this type of easement,civil law
2204,whether the client can benefit from a reduction in working hours resulting from the entitlement to parental leave,labor law
2205,"whether the contract for entrusting the processing of personal data presented by the client contains provisions unfavorable for the client whether the client should receive all the annexes referred to in the contract before signing the contract whether the client, when signing the contract, should include the date of signing or the date of delivery of documents to the client",other
2206,how much maximum a resident doctor can work without an opt-out clause during a week in the adopted settlement period,medical law
2207,whether the client will be able to use the stamp of the newly established group practice when making changes to the medical records of previous patients,medical law
2208,Can the client employ physiotherapists under an employment contract in his physiotherapy practice? Should the client transform his physiotherapy practice into a healthcare entity?,medical law
2209,Is a train driver obliged to have two pairs of corrective glasses if he has a diagnosed vision defect?,labor law
2210,what are the basis for the liability of a doctor running an individual medical practice,medical law
2211,Can the employer refuse to accept the client's request for leave during the notice period and oblige her to work for the rest of the notice period?,labor law
2212,Can a veterinarian issue a request for a medicinal product from the category and the client should fulfill such a request?,pharmaceutical law
2213,"when posting a link to an article available on the Internet, the client must ask the author or another person for consent, if so, how and in what form it should be done, if not, whether and how the source of the article should be described",other
2214,Can an employer refuse to grant a client holiday leave during the notice period and leave on request if it would interfere with work at the workplace?,labor law
2215,what can the client do in the following situation?,administrative law
2216,in what form should a certificate of contraindications to performing hourly shifts be delivered to the hospital? Can the client stop being on duty after completing the shifts resulting from the specialization program?,medical law
2217,what are the rules for calculating the equivalent for holiday leave?,labor law
2218,how the issue of remuneration should be resolved,labor law
2219,Can an employer oblige a client to work overtime? Can an employer oblige a client to work on Saturday and Sunday?,labor law
2220,"what the letters in question mean in practice, what they mean for the client",other
2221,what should you do if there are opinions on the Internet that slander a doctor?,criminal law
2222,whether the operation of liki complies with the law,pharmaceutical law
2223,how the client should pay the apartment fees,civil law
2224,Does a change in the ownership structure of a general partnership result in the need to obtain a new permit to run a pharmacy? How can a new partner join a general partnership?,pharmaceutical law
2225,Can the client be liable for root canal treatment performed years ago?,medical law
2226,Can the client use her training leave for online training?,pharmaceutical law
2227,whether in civil proceedings the client must be represented by an attorney or is it possible to change the attorney during the proceedings?,civil law
2228,whether the client is obliged to comply with the request,administrative law
2229,whether the client is obliged to obtain permission to build a fence or whether the client is obliged to obtain consent from neighbors to build a fence,administrative law
2230,Is the client entitled to an allowance for the period from November to January?,medical law
2231,what should the client do with the medical documentation? Can the client return the medical documentation to the archives?,medical law
2232,whether the employer has the right to oblige the patient to submit written leave requests in order to be granted leave outside the leave plan,labor law
2233,Is the client obliged to increase the remuneration of a dental assistant and dental hygienist employed in a healthcare entity if the assistants and hygienists provide services on the basis of a contract of mandate?,medical law
2234,whether the cooperation agreement in the field of intermediation in the sale of insurance products presented by the client contains provisions that are unfavorable to the client,other
2235,on what principles does the court grant reimbursement of trial costs to a party that changed its attorney during the trial?,civil law
2236,what are the consequences of signing the letter of intent sent by the client,labor law
2237,Is the client bound by professional secrecy? Can the client confirm in her testimony that the patient was suspected of being infected with the Sarscov virus?,criminal law
2238,Can an agreement concluded with a military property agency provide that the community will be obliged to bear the costs of maintaining the loaned property? Can the community demand the loan of part of the plot rather than the entire plot? Does generally applicable regulations regulate the frequency of screening trees on the property?,civil law
2239,whether the client is obliged to provide the provincial pharmaceutical inspector with the information requested by him,pharmaceutical law
2240,how the client's patients should release her from professional secrecy,civil law
2241,whether the employer of a train driver is covered by the provisions of the regulation of the Council of Ministers on preventive meals and drinks regarding the obligation to provide free drinks from what temperature the employer must provide drinks to the train driver,labor law
2242,"Can an employee refuse to undergo periodic examinations during the pandemic in accordance with Article 3(1) of the Act on special solutions related to the prevention, counteracting and combating of COVID-19, other infectious diseases and crisis situations caused by them?",medical law
2243,how the mileage record should be formulated in the car rental agreement,tax law
2244,whether an importer importing cosmetic products already sold in the European Union into the European Union must carry out a product safety assessment,other
2245,whether the client can report the situation to law enforcement authorities,medical law
2246,what to do if the family of the deceased loses the death certificate,civil law
2247,"In the case of sales for an amount up to PLN, can a pharmacy issue a standard VAT invoice or does it have to issue a so-called receipt with a tax identification number?",tax law
2248,"Does a veterinary prescription for a psychotropic drug of category IIIIP and IVP have to contain a code? If so, can it be written by hand?",pharmaceutical law
2249,"In a situation where the client built a home sewage treatment plant on his own and then the commune also built a sewage system, could the client be obliged to connect to the municipal sewage system?",administrative law
2250,is there a legal act regulating the restrictions that apply to housing cooperatives in determining the amount of fees?,civil law
2251,what legal steps the client can take in this case,medical law
2252,whether a customer who intends to park an ambulance in a parking space and perform medical tests in it must obtain a trade permit,administrative law
2253,Can the client currently claim a refund of the amount paid to pay the fine?,administrative law
2254,whether anyone other than the client's aunt has rights to the property in question,civil law
2255,which documents the client should leave at the pharmacy to enable it to continue its operations,pharmaceutical law
2256,"whether the client must be represented in the process from beginning to end; if the power of attorney is withdrawn, can the client receive a refund of the costs of legal representation?",civil law
2257,whether the client must go to the hospital in person and collect the letter,criminal law
2258,Is it possible to sell drugs available under drug programs at a price higher than the price of the official sale of drugs under other distribution channels of these drugs not directly related to the drug program itself?,medical law
2259,whether the client is entitled to paid leave after the period of treatment and rehabilitation,labor law
2260,whether the client's working time system is consistent with labor law whether the client can demand payment of additional remuneration for working on Saturday whether the client can demand payment of additional remuneration for working on Saturday in the past,labor law
2261,how the period of months for changing residency is counted as a year from the start of residency or a year actually worked,medical law
2262,"Can the employer oblige the client to perform additional medical duties in the hospital emergency department that do not result from the specialization training program, regardless of the duties the client performs in accordance with the specialization program?",medical law
2263,what are the client's rights and obligations in connection with a summons to appear for questioning as a suspect,criminal law
2264,whether the client is entitled to a claim for payment of the Covid supplement,labor law
2265,"If the client is not exempt from medical confidentiality, can she answer the question about the patient's behavior in the clinic during police interrogation?",medical law
2266,Is a physiotherapist running an individual practice subject to the obligation to carry out sanitary-epidemiological tests?,medical law
2267,what are the client's liability rules?,labor law
2268,what formalities must be completed in connection with importing a car from the USA intended for sale for parts,tax law
2269,what documentation should accompany the delivery of dietary supplements that are accepted in a pharmaceutical wholesaler. Can a dietary supplement in the form of an intermediate product be accepted in a pharmaceutical wholesaler?,pharmaceutical law
2270,Does an importer importing cosmetic products that are already sold in the European Union into the European Union must carry out a product safety assessment and register on the cpnp portal?,other
2271,"Can the status of a pharmacy be active from the date of opening of the pharmacy and start of sales, i.e. September this year?",pharmaceutical law
2272,"whether the employer is obliged to reimburse the costs related to the purchase of glasses to correct vision, work in a hospital",labor law
2273,whether the housing community was entitled to place a sign prohibiting entry for trucks on the property encumbered with a land easement,civil law
2274,whether the client's husband is entitled to parental leave,labor law
2275,whether the owner holding the majority of shares in co-ownership can lead to a physical division of the property,civil law
2276,"can an employer make the work schedule of the company's trade union available for publication on a password-protected website? Will posting the work schedule in a place accessible only to the company's employees comply with the provisions on the protection of personal data? Can the employer refuse to make the work schedule available to employees, and if so, in what situations?",administrative law
2277,"Is the client currently liable for debts incurred as a result of her mother not paying rent to the cooperative? Or, after her mother's death, the client will be liable for debts incurred during her mother's lifetime if she accepts or rejects the inheritance?",civil law
2278,Should the client pay rent for the apartment to the wife of the deceased landlord if she does not yet have a document confirming the status of heir?,civil law
2279,Can the client add half a floor to the building?,administrative law
2280,"who and how can report a crime, what else can the client do, can she claim compensation",criminal law
2281,how the client's liability is shaped in the case in question,medical law
2282,"which cars apply to subsidies for electric cars, whether subsidies may apply to a demonstration car",administrative law
2283,"whether the commune, obliged by the construction supervision inspectorate, should complete the repair work on the playground within a specified period or whether the client can ask the construction supervision inspectorate for information on the repair work performed by the commune",administrative law
2284,does the fact that the client rents a room from a civil partnership have an impact on the case in question? can the client respond to the bailiff via e-mail? is the client also supposed to pay the utility fee to the bailiff's account? what are the limitation periods for receivables?,civil law
2285,Is the liability for a medical error of a dentist undergoing postgraduate training and having a limited right to practice the profession different from the liability of a dentist who has full right to practice the profession and is employed under an employment contract?,medical law
2286,how to disassemble a car imported from abroad,administrative law
2287,can every dissatisfied patient use any terms in a complaint against a doctor can a client defend herself in any way can complaints against an employee be brought to the office and be known throughout the workplace,criminal law
2288,whether the client can appeal against the imposed penalty,labor law
2289,whether the so-called leaving after medical duties extends the duration of specialization training,medical law
2290,what can the client do when the detention center service makes it difficult to provide information about her husband and the hospital makes his treatment difficult?,criminal law
2291,Is it legal to establish a company with a staff that is part of another company? Are food delivery services exempt from VAT? Can a company expand its business to include food deliveries and benefit from VAT exemption?,tax law
2292,"working under this employment contract, can the client take up work in another pharmacy on the basis of a mandate contract in the light of the provisions on non-competition?",labor law
2293,whether the client is entitled to a claim for payment of the Covid supplement,medical law
2294,whether protective gloves must meet special safety standards or whether the customer can replace protective gloves with ordinary foil gloves,other
2295,whether the client should provide medical documentation and policy number,medical law
2296,whether the doctor is obliged to provide the patient with a description of the tomography translated into Polish,medical law
2297,Can a medical transport company refuse to transport a patient? Can a medical transport company refuse to transport a patient with suspected Covid? Can a person who refuses transport be subject to criminal liability in case of refusing to transport a patient with life-threatening conditions?,criminal law
2298,whether the client can set up a second company in order to obtain personal VAT exemption,civil law
2299,whether the so-called leaving after medical duty in the case of performing medical duty beyond the time specified in the specialization contract with a signed optout clause extends the duration of specialization training,medical law
2300,what steps the client can take in this case,administrative law
2301,Can an employer delegate a resident doctor to work in a hospital emergency department? Can an employer delegate a doctor employed under a contract to work in a hospital emergency department?,medical law
2302,whether an entity not listed in the register of entities performing medical activities can employ a doctor on a contract of mandate who is responsible for the place of services provided how in the situation in question the client's liability for medical errors is shaped who is responsible for storing medical records whether if the entity is entered in the register issues of liability for standards-compliant office documentation and medical errors change,medical law
2303,Can a doctor refuse to treat a patient?,medical law
2304,whether the conclusions regarding the limited liability company contained in the legal opinion with reference number are still valid,civil law
2305,what are the rights and obligations of the client in connection with the request received,civil law
2306,whether a nurse is obliged to get vaccinated or whether the employer has the right to verify whether the employee has been vaccinated,medical law
2307,whether in the presented situation the client needs the consent of his ex-spouse,civil law
2308,"how the client should behave in this case, how the client's liability for malpractice is presented, what documentation the client should provide",medical law
2309,"whether patients treated by a dentist doing a postgraduate internship should be informed about it, who should inform them about it: the intern or his employer",medical law
2310,what legal consequences result from the client's failure to take any legal steps,civil law
2311,whether the client can be held liable in this situation,medical law
2312,whether the Covid allowance is a component of remuneration and what the client's remuneration should be,medical law
2313,"can a wholesaler importing a medicinal product from the EU omit verifying the authenticity of the product and immediately send the product to the entity performing the repackaging? Can the wholesaler, in the case of purchasing a medicinal product from parallel import, immediately indicate the place of its delivery to the entity performing the repackaging or must he first carry out the authenticity verification himself?",pharmaceutical law
2314,whether the working time of a pharmacist and a pharmaceutical technician employed in a private pharmacy cannot exceed hours minutes per day and hours minutes per week on average in an average five-day working week in the adopted settlement period,pharmaceutical law
2315,"In the current situation, are the children of sisters who rejected the inheritance included in the circle of heirs? Can sisters reject the inheritance on behalf of minor children? If the sisters' children inherit from the client's father, can the heirs sell the apartment that is part of the inheritance without the consent of these children?",civil law
2316,how long should the housing community keep the adopted resolutions?,civil law
2317,Can the community prohibit the client from entering the parking lot on the common property?,civil law
2318,what else can the client do in this case to appeal against the imposed penalty?,other
2319,"how and within what deadline an employee should submit an application for a reduction in working time in order to be protected from the first day after returning to work does the protection resulting from the application also mean protection against dismissal for reasons attributable to the employee with notice period or the protection resulting from the application it also means protection against dismissal for reasons attributable to the employer, e.g. due to employment reduction with the payment of appropriate compensation under the provisions of the Act on collective layoffs, whether the client's company will be able to direct the employee to paid economic downtime or reduce her working time by whether the employee, after submitting an application, will also be protected against such actions if, at the employee's request, her full-time job is first reduced, e.g. on the basis of the protection resulting from the application, will it be after the reduction pursuant to the provisions of the special Covid Act, or will the basis for the reduction be the reduced full-time job based on the application or full-time contractual employment? about a job",labor law
2320,whether the client can be held liable in this situation,medical law
2321,whether European Union law has a higher rank than Polish national law,other
2322,what is the legal basis for the requirement to monitor temperature during the transport of medical devices,medical law
2323,Can the client be obliged to take classes with students under an employment contract after completing an hour's duty under a civil law contract?,labor law
2324,whether the administrator's position is correct,administrative law
2325,whether a client working as a resident doctor under an employment contract for hourly duty on Saturday should be given Monday off,medical law
2326,"Will the client, after selling an apartment located in a large housing community, be able to continue to serve as a single-person management board of this community?",civil law
2327,whether the client should obtain the consent of the housing community in the form of a resolution to run a dental office in a commercial premises belonging to a member of this housing community which the client uses under a lease agreement,civil law
2328,"Is it possible for the person applying for the share to not receive it? Is it possible to make a donation with a provision that the donor donates the plot and declares that it is not part of the inheritance? Is it possible for a specific person to be disinherited under a will? In such a case, should a justification be given as to why the person has be disinherited, can the plot be sold to a close person, e.g. a grandchild, so that the money is then transferred as a gift to another relative so that there is no longer any property to be distributed that would create an inheritance estate? Can the inheritance be left to the person who demands it the most? and then she would have to pay off the remaining heirs, what will happen if this person rejects the inheritance? Is a larger compulsory share paid due to a gift or will? How to calculate the compulsory share if one of the heirs who receives the entire inheritance will have to pay it?",civil law
2329,what form should the customer fill out and what category should the customer classify his receivable as an advance payment for intermediary purchase of a car,civil law
2330,whether the period of being in quarantine is included in sickness absence or whether illness and quarantine imposed on the client could constitute grounds for terminating the employment contract by the employer,labor law
2331,how the so-called zembalowe and the additional amount of the subsidy from the National Fund should be paid after July,medical law
2332,Can a pharmacist provide paid health and nutritional consultations outside the pharmacy in his private office?,pharmaceutical law
2333,"whether, due to the current epidemiological situation, a client who is a doctor without specialization is entitled to additional possibilities and rights",medical law
2334,"in the case of parallel import of a medicinal product, can a wholesaler commission scanning, i.e. verification of the authenticity of the medicinal product, to an entity that will repack the product in Poland? Does the imported goods first have to come to the wholesaler or can it be immediately directed to a repackaging entity authorized to repack medicinal products?",other
2335,whether the client can issue a request to the health center for a flu vaccine,pharmaceutical law
2336,"to what extent the employer can change the employee's scope of duties or position without reducing the remuneration if the employee requests a break to feed her child, can the employer refuse to agree to set this break at the end of the working day",labor law
2337,Can a patient refuse to wear a mask in the clinic? Can the client refuse to treat the patient if he shows up at the clinic again? Should the client report the situation somewhere?,criminal law
2338,who should reject the inheritance and how,civil law
2339,"Can an employer recommend an employee to work in a ward other than the emergency room? If the employer can recommend an employee to work in a ward other than the emergency room, what formalities should the employee complete?",labor law
2340,Can the client provide aesthetic medicine services in her friend's beauty salon? Will the client still be able to settle her taxes using a tax card?,medical law
2341,to which group in the Act on the method of determining the lowest basic salary of certain employees employed in medical entities should a medical registrar be classified?,medical law
2342,Can the client apply for payment of the Covid allowance for the period from January? How much should the client receive the Covid allowance?,medical law
2343,"Can the client's letterhead stamp contain the marking ""individual specialist medical practice"" in what form medical records must be kept and whether they must be specially secured",medical law
2344,Can a pharmacy issue one joint invoice for reimbursed medicines for spouses?,tax law
2345,Can a care and treatment facility still admit a patient who is unable to express conscious will before obtaining the court's consent? What should be done in a situation where the patient was admitted to the hospital before obtaining the court's consent and the family wants to take the patient home?,medical law
2346,whether the employer can change the client's working time system from equivalent to basic whether the employer can change the already announced monthly work schedule,labor law
2347,whether the client has the right to demand from her patient who she suspects jaundice a full package of tests for infectious diseases,medical law
2348,What should you do if there are opinions on the Internet that slander a doctor?,administrative law
2349,Does the employer have the right to terminate or terminate the employment contract of the person concerned? Will she be reinstated to work if the person concerned becomes pregnant during the notice period?,labor law
2350,"can the client be delegated to perform functions other than those in the home department? Can the management, through an official order, force the client to anesthetize patients himself?",medical law
2351,Is the client obliged to issue an invoice at the pharmacy at the patient's request based on the receipt? How much time does the client have to issue an invoice based on the receipt?,tax law
2352,Can a client who is a psychotherapist be released from professional secrecy by the court in civil proceedings,medical law
2353,whether the reverse side of the prescription must have the stamp of the person preparing the prescription drug?,pharmaceutical law
2354,Does the client have the right to refuse to sign the patient's treatment history if she is not sure and there is no way to verify it? Does the client have an obligation to sign medical documentation with a backdated date that does not meet legal standards? Can the employer transfer responsibility for a medical error to the client?,medical law
2355,Can the client include the amount of PLN and groszy in the bonus or should she classify them differently on the payroll?,medical law
2356,is there a template for a quality assurance program? is there a template for a training program? is there a template for an internal audit report,medical law
2357,Can the client store dietary supplements in the passage between the dispatch room and the pharmacy manager's office?,pharmaceutical law
2358,Can the provincial pharmaceutical inspector inspect other items in the pharmacy during a visit to secure expired medicines?,pharmaceutical law
2359,"whether the employer has the right to instruct the client to start work in another town, what should the employer do to change the client's place of work?",labor law
2360,"Can a pharmaceutical wholesaler purchase goods, excluding medicinal products, from drugstores?",pharmaceutical law
2361,how to impose a ban on the brother concerned from approaching his parents,criminal law
2362,what are the rights and obligations of the client during a hearing as a witness,medical law
2363,Does the protection resulting from an application to reduce working hours also mean protection against dismissal for reasons attributable to the employer with payment of appropriate compensation?,labor law
2364,"whether, after signing the fourth contract, the client's wife will be employed under an employment contract for an indefinite period",labor law
2365,Could the employer terminate the employment contract with the client? What rights does the client have in connection with unused holiday leave?,labor law
2366,how long a break from practicing the profession can a pharmacy technician have in order not to lose the license to practice the profession,pharmaceutical law
2367,Can an employer delegate a resident doctor to work in a hospital emergency department?,medical law
2368,what can the client do in this case to appeal against the imposed contractual penalty and the amount deducted from the remuneration as a refund of unduly transferred funds?,other
2369,what is the legal basis for the payment of PLN and GR amounts and how the client should currently pay this amount,medical law
2370,Is the customer obliged to indicate who was driving the vehicle if he does not remember it?,administrative law
2371,Can the client be delegated to provide on-call duties within the ER?,labor law
2372,what the client can do in this case,medical law
2373,whether the client can recover the amount paid and how the client can free herself from annoying phone calls,administrative law
2374,what can the client do to ensure that he can live in the house belonging to the client's son and daughter-in-law for life,civil law
2375,how can the client justify her absence from the court hearing?,civil law
2376,what the client can do in this case,medical law
2377,whether the client is obliged to obtain consent from patients to process personal data,administrative law
2378,Can resident doctors be delegated to be on duty in the emergency room? Can only one resident doctor be on duty in a hospital's emergency room?,medical law
2379,"what arguments, apart from those already presented, can the client use during the court hearing",criminal law
2380,whether the position of the housing cooperative is correct,administrative law
2381,whether the mortgage loan currency conversion proposal sent by the client is legal,other
2382,what is the client's liability for medical errors while working in the emergency room in this case?,criminal law
2383,"Can a Polish online pharmacy sell by mail order abroad medicinal products, medical devices, cosmetics, dietary supplements and foodstuffs for particular nutritional uses?",pharmaceutical law
2384,"can the employer delegate a resident doctor to work as part of medical duty in the hospital's emergency room, should the client receive the employer's order in writing, can the client, without signing an opt-out clause, be obliged to be on duty beyond the norms provided for in the law, or in the case of performing medical duty on Friday to the client will be entitled to the so-called leave after duty",medical law
2385,how can the client demand compensation from the hospital that recognized her as a doctor providing health services in this hospital despite the ended cooperation,administrative law
2386,"If the client has a new pharmacy inspection book, does she have to fill out the old book completely or can she deregister it and use the new one?",pharmaceutical law
2387,what is the client's liability for medical errors? is the client obliged to provide her third party liability insurance policy number?,medical law
2388,whether the client is obliged to report the pharmacy to the central register of excise entities,tax law
