id,sample,label

2073,czy w przypadku braku specjalisty na oddziale lekarz rezydent może nie opisać badania rtg wykonanego w związku z wypadkiem drogowym lub udarem pacjenta czy lekarz specjalista który kończy godzinny dyżur może opuścić miejsce pracy w przypadku braku osoby która przejmie oddział czy lekarz rezydent ma obowiązek stawienia się na dyżur przewidziany w grafiku jeżeli na oddziale w tym czasie nie będzie lekarza specjalisty,prawo medyczne

2074,czy klient może uchylić się od stawiennictwa na ćwiczeniach,prawo administracyjne

2075,czy pracownik apteki posiadający specjalizację i stopnia ma tytuł specjalisty,prawo farmaceutyczne

2076,czy małżonka klienta będzie obowiązana do zapłaty podatku od spadków i darowizn,prawo cywilne

2077,jak przedstawia się kwestia odpowiedzialności zatrudnionej przez klientkę pielęgniarki,prawo medyczne

2078,czy klientka powinna otrzymać podwyżkę,prawo medyczne

2079,kto powinien zarejestrować się w centralnym rejestrze podmiotów akcyzowych  klientka jako osoba prywatna czy spółka jawna,prawo podatkowe

2080,czy w tej sytuacji pacjentka ma prawo do reklamacji,prawo farmaceutyczne

2081,czy przepisy prawa przewidują ilu specjalistów neurologii musi zatrudniać szpital wykonujący świadczenia finansowane przez nfz na oddziale neurologicznym,prawo medyczne

2082,jakie wymagania musi spełniać kierownik oddziału neurologicznego zgodnie z rozporządzeniem ministra zdrowia w sprawie kwalifikacji wymaganych od pracowników na poszczególnych rodzajach stanowisk pracy w podmiotach leczniczych niebędących przedsiębiorcami czy kandydat na stanowisko kierownika oddziału musi mieć  letnie doświadczenie jako lekarz specjalista w myśl zapisów powyższego rozporządzenia,prawo medyczne

2083,przez jak długi okres klientka powinna przechowywać dyplomy ukończenia studiów wyższych przez pracowników apteki zatrudnionych na podstawie umowy zlecenia oraz umowy o pracę,prawo pracy

2084,w jaki sposób jednocześnie zachować w tajemnicy dokumentację medyczną pacjenta i wywiązać się z obowiązku względem ubezpieczyciela udzielania mu informacji o szkodzie,prawo medyczne

2085,jakie kroki prawne może podjąć rodzina po zmarłym w celu wyegzekwowania przeprowadzenia sekcji zwłok  czy klientka musi przeprowadzić sekcję zwłok w przypadku niemożliwości ustalenia przyczyn zgonu pacjenta,prawo karne

2086,czy powód miał prawo ponownie skierować pozew o zapłatę czy klient może otrzymać zwrot kosztów poniesionych w elektronicznym postępowaniu upominawczym czy klient może otrzymać zwrot kosztów związanych z zastępstwem procesowym,prawo cywilne

2087,w jaki sposób klientka może doprowadzić do przedłużenia okresu specjalizacji w ten sposób żeby przez rok przebywać na urlopie bezpłatnym,prawo medyczne

2088,czy w przypadku gdyby klient zmarł a jego małżonka odziedziczyła udziały w spółce z oo prowadzącej podmiot leczniczy to czy będzie ona mogła prowadzić dalej aptekę w którym momencie wojewódzka inspekcja sanitarna będzie mogła odebrać małżonce klientki zezwolenie na prowadzenie apteki w chwili śmierci klienta stwierdzenia nabycia spadku czy w innym momencie czy przy dziale spadku małżonka klienta będzie mogła przekazać udziały w aptece dzieciom klienta i jego małżonki,prawo farmaceutyczne

2089,ile powinno wynosić wynagrodzenie klientki od dnia  lipca  r czy klientka powinna zażądać zawarcia umowy o pracę na czas określony,prawo medyczne

2090,co powinien zrobić klient w celu wyegzekwowania zapłaty dodatku covidowego w przypadku w którym wezwanie do zapłaty okazało się nieskuteczne,prawo medyczne

2091,czy klient powinien był dostarczyć wymagane dokumenty do zakładu pracy czy zakład pracy postąpił w przedmiotowej sprawie zgodnie z prawem,prawo pracy

2092,czy istnieje możliwość zablokowania inwestycji,prawo administracyjne

2093,czy klientka może zostać zobowiązana przez pracodawcę do zawarcia umowy kontraktoweji do odbywania w ramach tej umowy nocnych dyżurów w nocnej opiece zdrowotnej,prawo medyczne

2094,czy prawidłowym rozwiązaniem będzie rozwiązanie umowy o pracę na czas nieokreślony i wnioskowanie o zawarcie umowy na czas określony w celu dokończenia rezydentury,prawo medyczne

2095,czym różni się telepraca od pracy zdalnej czy jeżeli praca zdalna jest praktykowana w firmie to można wystąpić o świadczenie telepracy,prawo pracy

2096,jakie formalności musi spełnić apteka przed dokonaniem zakupu alkoholu etylowego w celu sporządzania leków recepturowych i dezynfekcji,prawo podatkowe

2097,jakie przepisy obowiązują obecnie w zakresie ważności badań okresowych i kontrolnych,prawo pracy

2098,jakie wnioski płyną z analizy treści umowy przesłanej przez klientkę,inne

2099,czy klient może odstąpić od umowy,prawo administracyjne

2100,czy pracodawca złożył rozwiązanie umowy o pracę bez wypowiedzenia zgodnie z prawem,prawo pracy

2101,jakie kroki prawne mogą podjąć osoby które nie chcą w swoim sąsiedztwie dyskotekiklubu nocnego ze względu na głośną i wulgarną muzykę oraz zniszczenia powstające przez uczestników zabawy,prawo cywilne

2102,czy sąsiad klientki miał prawo zamontować kamery,prawo administracyjne

2103,czy i w jakich przypadkach pracodawca może nie udzielić pracownikowi urlopu uprzednio przewidzianego w planie urlopowym z jakim uprzedzeniem pracodawca powinien poinformować pracownika o braku możliwości udzielenia urlopu zgodnie z terminem przewidzianym w planie urlopowym w jaki sposób należy rozdysponować dni urlopu które nie zostały wykorzystane przez pracownika zgodnie z planem urlopów czy niewykorzystane dni urlopów zgodnie z planem urlopów pracownik może wykorzystać w późniejszym czasie w częściach,prawo pracy

2104,do jakiej instytucji należałoby zgłosić wadliwą i niebezpieczną konstrukcję placu zabaw,prawo administracyjne

2105,czy w przedstawionej sytuacji klientka jest biegłym i czy powinna sporządzić pisemną opinię,prawo karne

2106,czy wystawiając rachunek za lipiec klientka może wpisać kwotę  zł w miejsce uprzednio otrzymywanego tzw dodatku zembalowego,prawo medyczne

2107,czy klient jako członek wspólnoty może zostać zobowiązany do ponoszenia kosztów sądowych wprzedmiotowej sprawie czy złożone przez klienta pełnomocnictwo bez podania numeru księgi wieczystej mieszkania jest ważne,prawo cywilne

2108,czy w opisanej przez klienta sytuacji policja może prowadzić postępowanie w sprawie wykroczenia z art  kodeksu wykroczeń jakie są prawa i obowiązki obwinionego,prawo karne

2109,czy klientka może domagać się zapłaty dodatku covidowego za miesiące listopad i grudzień  r oraz styczeń i kwiecień  r,prawo medyczne

2110,jak kształtuje się odpowiedzialność klienta względem pacjentki co w przedstawionej sytuacji powinien zrobić klient,prawo medyczne

2111,czy klientka może odmówić wykonywania dyżurów w godzinach popołudniowych bez konieczności ich odrabiania,prawo medyczne

2112,czy wymiana przez spółdzielnię mieszkaniową okien i drzwi w budynku wielomieszkaniowym wymaga zgłoszenia lub pozwolenia na budowę,prawo administracyjne

2113,czy umowa o pracę klientki rozwiąże się z dniem wydania zaświadczenia lekarskiego czy w sytuacji klientki obowiązuje okres wypowiedzenia umowy o pracę czy w tej sytuacji klientka powinna udać się na urlop,prawo medyczne

2114,w jaki sposób klientka powinna uzasadnić odmowę dalszego leczenia pacjenta w jaki sposób należy powiadomić pacjenta czy klientka może obecnie podjąć kroki prawne jeżeli czuje się zagrożona zachowaniem pacjenta,prawo karne

2115,czy lekarz rezydent może otrzymać polecenie konsultowania w ramach szpitalnego oddziału ratunkowego oraz dyżurowania na dwóch oddziałach jednocześnie,prawo medyczne

2116,czy klient może żądać od banku odszkodowania za działania oszustów,prawo administracyjne

2117,jak powinna się zachować klientka w związku otrzymanym pismem czy klienta ma obowiązek złożyć zeznania mimo że obecnie przebywa na zwolnieniu lekarskim z powodu ciąży,prawo karne

2118,czy klient jest zobowiązany do odbycia obowiązkowej kwarantanny domowej czy klient ma podstawy do zaskarżenia decyzji komendanta straży granicznej o wpisaniu klienta na listę osób objętych obowiązkową kwarantanną domową czy klient jest zobowiązany do zainstalowania aplikacji kwarantanna domowa,prawo medyczne

2119,jak kształtują się podstawy odpowiedzialności klienta prowadzącego leczenie w ramach indywidualnej praktyki lekarskiej,prawo medyczne

2120,czy konkluzje opinii o sygn  i  są aktualne czy od momentu wysłania opinii o sygn  i  przepisy przywołane w tych opiniach uległy lub ulegną zmianie czy prowadzone są prace legislacyjne dotyczące zmiany przepisów przywołanych w opiniach o sygn  i,prawo pracy

2121,w jaki sposób klientka mogłaby uzyskać zaległe wynagrodzenie czy klientka ma możliwość złożenia pozwu razem z innymi pracownikami będącymi w tej samej sytuacji jaka byłaby opłata sądowa od wniesienia pisma,prawo pracy

2122,w jaki sposób można wyegzekwować udział córki babci klienta w kosztach utrzymania babci klienta,prawo cywilne

2123,czy postępowanie lekarza dyżurnego było zgodne z prawem czy przy poronieniu może asystować pielęgniarka czy poronienie należy odebrać na oddziale położniczym czy małżonka klienta ponosiłaby odpowiedzialność w razie wysunięcia roszczeń przeciwko szpitalowi przez pacjentkę,prawo karne

2124,w jaki sposób byli małżonkowie mogą podzielić majątek jakie są koszty podziału majątku,prawo cywilne

2125,czy klientka powinna w pozwie o rozwód zażądać zwrot połowy opłaty za wniesienie pozwu w przypadku braku orzekania o winie,prawo cywilne

2126,czy pracownikowi zatrudnionemu na stanowisku zastępcy ordynatora lub kierownika oddziału szpitalnego przysługuje dodatek funkcyjny tylko w czasie gdy ordynatora lub kierownika nie ma w pracy urlop delegacja choroba czy przez cały okres rozliczeniowy,inne

2127,czy zgodnie z obowiązującymi przepisami można wydać z apteki na podstawie zapotrzebowania wystawionego przez lekarza na prywatną praktykę lekarską lek z grupy iiin o kategorii dostępności lek wydawany na receptę czy w tym przypadku lekarz musi uzyskać zgodę od wojewódzkiego inspektora farmaceutycznego na posiadanie i stosowanie w celach medycznych preparatów zawierających środki odurzające i substancje psychotropowe,prawo farmaceutyczne

2128,co powinna zrobić klientka  przyjąć spadek z dobrodziejstwem inwentarza czy go odrzucić jak i kiedy należy tego dokonać czy pełnoletnie dzieci klientki również powinny odrzucić spadek,prawo cywilne

2129,czy hurtownia nr  może powtórnie przepakować leki w polskie opakowania ale z inną ilością tabletek np hurtownia nr  przepakowała produkt leczniczy w opakowania po  tabletek a hurtownia nr  chce przepakować produkt leczniczy w opakowania po  tabletek,prawo farmaceutyczne

2130,jak przebiega procedura zgłoszenia mobbingu jakie są koszty postępowania sądowego w sprawie o mobbing czy przegranie procesu o mobbing przez klienta może spowodować dla niego konsekwencje karne czy odwołanie klienta z zajmowanego stanowiska było zgodne z prawem,prawo pracy

2131,jakie są obowiązki klientki względem osób zatrudnionych na podstawie umowy o pracę oraz względem zleceniobiorców w zakresie bezpieczeństwa i higieny pracy,prawo pracy

2132,czy lokator ma w przedmiotowej sprawie rację,prawo cywilne

2133,czy farmaceuta może udzielać porad i prowadzić opiekę farmaceutyczną w ramach własnej działalności gospodarczej niebędącej apteką,prawo medyczne

2134,czy w przedmiotowej sprawie klient ma możliwość skutecznego odwołania się od decyzji pracodawcy,prawo pracy

2135,jakie kroki prawne może podjąć szpital,prawo karne

2136,czy wykonawca nagrobka słusznie żąda wskazania nr pesel klientki w treści umowy,prawo administracyjne

2137,czy klientka jako lekarz rezydent pediatrii może pracować na sor czy klientka może pełnić dyżury na sor samodzielnie czy jest możliwość skrócenia okresu wypowiedzenia umowy rezydenckiej w przypadku wypowiedzenia umowy przez klientkę,prawo medyczne

2138,czy klientka powinna wystawić jednostce w której odbywała moduł podstawowy rachunek w ramach indywidualnej praktyki lekarskiej,prawo medyczne

2139,czy klientka powinna mieć przy sobie akt małżeństwa w celu udowodnienia że certyfikat covid oraz karta ekuz zostały wystawione dla niej,prawo medyczne

2140,czy pacjenci mogą nagrywać lekarza podczas wizyty,prawo karne

2141,czy postępowanie klientki polegające na wypisywaniu pacjentom skierowania na sor jest uzasadnione,prawo medyczne

2142,czy w związku z tym iż w ostatnich pięciu latach dochody rodziców klientki nie zapewniały zgromadzenia oszczędności w kwocie odpowiadającej cenie nieruchomości grozi im kontrola dochodów przeprowadzona przez urząd skarbowy i związane z nią ewentualne kary czy w tej sytuacji łatwiejsze byłoby przekazanie klientce mieszkania zakupionegoprzez rodziców w formie darowizny,prawo podatkowe

2143,jakie są podstawy odpowiedzialności lekarza prowadzącego indywidualną praktykę lekarską,prawo medyczne

2144,czy klient mający ochronę przedemerytalną może otrzymać pracę bez dyżurów medycznych czy umowa klienta powinna być zmieniona gdy pracuje on w przychodni a nie na oddziale ginekologicznopołożniczym w jaki sposób nalicza się wynagrodzenie urlopowe klienta,prawo pracy

2145,czy dodatek do wynagrodzenia otrzymywany na podstawie deklaracji o udzielaniu świadczeń zdrowotnych wyłącznie w jednym podmiocie leczniczym związanym umową z narodowym funduszem zdrowia w dalszym ciągu przysługuje klientce,prawo medyczne

2146,czy klientka ma obowiązek ujawniać kupującym cenę za którą nabyła mieszkanie,prawo cywilne

2147,czy działalność dewelopera wypełnia znamiona przestępstwa oszustwa jakie kroki w przedmiotowej sprawie powinna podjąć mąż klientki,prawo karne

2148,jak należy obliczyć należne wynagrodzenie lekarza rezydenta radiologii któremu przysługuje bon patriotyczny ile obecnie wynosi wynagrodzenie zasadnicze klienta,prawo medyczne

2149,czy osoby które zawarły umowę deweloperską dotyczącą tej samej inwestycji co klient mogą dochodzić zapłaty kar umownych w postępowaniu grupowym,prawo cywilne

2150,czy klientka może wykonywać badania usg,prawo medyczne

2151,co zrobić może wspólnik klienta czy partnerem spółki może być pielęgniarka,prawo medyczne

2152,czy i w jaki sposób klient może dochodzić wypłacenia dodatku covidowego,prawo medyczne

2153,czy klientce mogą grozić jakieś konsekwencję prawne z powodu prowadzenia indywidualnej praktyki lekarskiej niewpisanej do rejestru podmiotów wykonujących działalność leczniczą,prawo karne

2154,czy wystawienie pacjentowi zwolnienia lekarskiego na podstawie przeprowadzonej teleporady lub rozmowy telefonicznej jest nadal możliwe,prawo medyczne

2155,czy klientce przysługuje roszczenie o wypłatę dodatku covidowego,prawo medyczne

2156,czy nieruchomość którą planuję zakupić córka klienta jest obciążona hipotekami,inne

2157,jakie przepisy regulują ogłoszenie stanu pandemii na terenie rp czy obecnie pracodawca może wysłać pracownika będącego maszynistą na wstępne i okresowe badania lekarskie,prawo pracy

2158,czy dyrekcja szpitala miała podstawy nałożyć na ratownika medycznego karę umowną,inne

2159,czy klient może wydać pacjentom dokumentację medyczną jak kształtuje się sytuacja osób zatrudnionych przez małżonkę klienta w jaki sposób klient może zamknąć gabinet medyczny,prawo medyczne

2160,jak powinna przedstawiać się procedura działania wspólnoty w przypadku gdy na parkingu zaparkuje pojazd nieuprawniony w jaki sposób wspólnota może ustalić dane kierowcy dysponując wyłącznie numerem rejestracyjnym jego samochodu,prawo administracyjne

2161,czy klient jest zobligowany prawnie aby wdrożyć przedmiotową procedurę,prawo medyczne

2162,czy pozwany powinien zawiadomić sąd o wykonaniu nakazu zapłaty w postępowaniu upominawczym,prawo cywilne

2163,jak kształtuje się odpowiedzialność podmiotu leczniczego i klienta za błędy lekarskie w jaki sposób należy odpowiedzieć na pismo,prawo medyczne

2164,czy dyrektor szpitala może wymagać od lekarza podania listy pacjentów z podejrzeniem lub zdiagnozowanym covid których obsługiwał w celu uzasadnienia wypłacenia dodatku covidowego,prawo medyczne

2165,jakie dokumenty klientka powinna pozostawić w aptece w celu umożliwienia jej dalszej działalności,prawo farmaceutyczne

2166,czy klientce przysługuje roszczenie o wypłatę dodatku covidowego,prawo medyczne

2167,czy w opisanej przez klienta sytuacji doszło do naruszenia przepisów dotyczących ochrony danych osobowych,prawo administracyjne

2168,urlop wypoczynkowy obniżający ilość godzin w pracy  czy pracodawca może go udzielić,prawo pracy

2169,czy konkurencyjna firma może żądać aby klient zaprzestał sprzedaży danego modelu krzeseł,inne

2170,czy wspólnota mieszkaniowa powinna wystawić fakturę vat właścicielowi lokalu,prawo cywilne

2171,czy klient może wykonywać dyżury na izbie przyjęć przed ukończeniem modułu podstawowego czy klient może udzielać pomocy pacjentom chirurgicznym w izbie przyjęć jak kształtuje się odpowiedzialność szpitala w przypadku pełnienia dyżurów,prawo karne

2172,czy w świetle postanowień umowy o pracę przesłanej przez klientkę pracodawca może polecić pracownikowi wykonywanie pracy w obydwu lokalizacjach w których znajduje się szpital,prawo pracy

2173,jakie kroki w przedmiotowej sprawie może podjąć klient,prawo administracyjne

2174,czy pracodawca może żądać imienia i nazwiska na fakturze,prawo administracyjne

2175,czy klient jest uprawniony do wydania zaświadczenia potrzebnego w ramach postępowaniao ubezwłasnowolnienie czy klient może wydać zaświadczenie pacjentce która nie posiada dowodu osobistego,prawo medyczne

2176,jakie prawa przysługują obwinionemu,prawo karne

2177,czy klientka musi udowadniać że dziecko odebrała ze szkoły oraz podawać inne informacje inspektorom zusu czy działania klientki w związku ze skróceniem zwolnienia lekarskiego będą skuteczne,prawo cywilne

2178,czy w przedmiotowej sprawie doszło do skutecznego podjęcia uchwał czy zarządca ma obowiązek wykonać te uchwały,prawo cywilne

2179,czy sąsiedzi mogą chodzić po działce rodziców klienta co zrobić mogą rodzice klienta w kwestii zamontowanej przez jednego z sąsiadów furtki,prawo cywilne

2180,czy mąż pacjentki może dochodzić odszkodowania od klientki w związku ze szkodą poniesioną przez zmarłą żonę jak kształtuje się odpowiedzialność klientki,prawo medyczne

2181,czy przychodnia może odmówić wypłaty wynagrodzenia na rachunek bankowy męża klientki,prawo cywilne

2182,czy można wypowiedzieć umowę o pracę wysyłając pracodawcy mailowo skan podpisanego pisma zawierającego wypowiedzenie umowy o pracę czy można wypowiedzieć umowę o pracę składając pismo zawierające wypowiedzenie umowy o pracę informując o tym fakcie nieobecnego właściciela firmy,prawo pracy

2183,czy lekarz cudzoziemiec spoza obszaru unii europejskiej może uczestniczyć w procesie diagnostycznoleczniczym pacjentów jeżeli nie posiada prawa wykonywania zawodu na terytorium polski,prawo medyczne

2184,czy w trakcie postępowania prowadzonego przez prezesa urzędu ochrony konkurencji i konsumentów na podstawie art  ust  ustawy z dnia  lutego  r o ochronie konkurencji i konsumentów przedkładając na pisemne wezwanie prowadzącego kontrolę kopii umów z konsumentami i klientami istnieje możliwość anonimizowania danych klientów w tym danych osobowych oraz anonimizowania wartości transakcji zawartych w umowach,prawo administracyjne

2185,co może zrobić klientka w związku z powziętymi wątpliwościami dotyczącymi nieprawidłowości w protokołach rozpraw oraz innymi nieprawidłowościami dotyczącymi postępowania przed sądem lekarskim czy fakt że okręgowy sąd lekarski w warszawie posiadał dokumentację medyczną pacjentek klientki może stanowić naruszenie przepisów o dokumentacji medycznej,prawo karne

2186,czy dziecko małżonki emeryta jest uprawnione do otrzymywania świadczenia refundacji wczasów czy świadczenie to wchodzi w skład masy spadkowej,prawo cywilne

2187,czy pracownik który w ciągu roku był na zwolnieniu lekarskim zachowuje prawo do urlopu wypoczynkowego za cały rok czy podstawa wymiaru urlopu będzie zmniejszona,prawo pracy

2188,czy duża wspólnota mieszkaniowa może zawrzeć z właścicielem sąsiedniej nieruchomości umowę umożliwiającą przejazd przez sąsiednią nieruchomość przez członków wspólnoty jeżeli odpowiedź na pytanie pierwsze jest twierdząca w jakiej formie powinna zostać sporządzona taka umowa czy klientka może otrzymać wzór takiej umowy,prawo cywilne

2189,czy pracodawca ma możliwość oddelegowania klientki do pełnienia dyżurów medycznych na innym oddziale aniżeli wskazanym jako miejsce pracy w wiążącej klientkę umowie o pracę,prawo pracy

2190,czy maszynista ma obowiązek posiadać dwie pary okularów korekcyjnych jeżeli ma stwierdzoną wadę wzroku,prawo pracy

2191,z jakich składników majątku komornik może prowadzić egzekucję,prawo karne

2192,czy klient może ubiegać się o zwrot wpłaconych środków,prawo karne

2193,czy klient może odmówić przeprowadzeniu kontroli ze względu na upływ  lat od wystąpienia zdarzeń objętych kontrolą czy nfz może kwestionować nadwyżkę leku refundowanego na magazynie,prawo farmaceutyczne

2194,czy klient który zamierza postawić karetkę na miejscu parkingowym i wykonywać w niej badania medyczne powinien oprócz uiszczenia opłaty za zajęcie miejsca postojowego uzyskać również zezwolenie na zajęcie pasa drogowego,prawo administracyjne

2195,jakie kroki prawne może podjąć klient w przedstawionej sytuacji,inne

2196,jak należy rozumieć stwierdzenie iż klient nabył spadek po ojcu w całości czy notariusz który sporządził umowę dożywocia może wydać klientowi jej wypis lub kopię czy klient nabywając spadek po ojcu w całości nabył również własność pozostawionych przez ojca ruchomości,prawo cywilne

2197,kiedy partner może opuścić spółkę partnerską w jakim okresie roku kalendarzowego czy obowiązuje okres wypowiedzenia,prawo cywilne

2198,czy klient może ubiegać się o część odszkodowania z polisy ubezpieczeniowej po ojcu czy klient ma szansę otrzymać od siostry zachowek w związku z tym że nie dopełniła obowiązku opieki nad ojcem który zginął tragicznie w wypadku czy klient chcąc odzyskać przedmioty pozostawione przez ojca powinien złożyć pozew do sądu przeciwko swojej siostrze czy matce,prawo cywilne

2199,w jakim wymiarze godzinowym urlop wypoczynkowy przysługuje lekarzowi stażyście uprawnionemu do  dni tego urlopu jaką przyczynę rozwiązania umowy o pracę należy podać na świadectwie pracy gdy umowao pracę lekarza stażysty rozwiązuje się z tego powodu że ukończył on realizację programu stażu podyplomowego,prawo medyczne

2200,kto jest uprawniony do reprezentacji wspólnoty mieszkaniowej  uprawniony do wysłania wezwania do zapłaty wysłania wniosku o udostępnienie danych do cepiku złożenia pozwu w imieniu wspólnoty jakie dokumenty powinny stanowić dowód w postępowaniu sądowym,prawo cywilne

2201,czy zgodne z prawem jest prowadzenie postępowania o podwyższanie opłaty za niesegregowanie śmieci za marzec  r czy wspólnota mieszkaniowa może odwołać się od decyzji,prawo administracyjne

2202,czy lekarz prowadzący indywidualną praktykę lekarską może zatrudnić innego lekarza,prawo medyczne

2203,co należy uczynić z płotem znajdującym się na nieruchomości obciążonej który uniemożliwia korzystanie ze służebności drogi koniecznej w przypadku umownego ustanowienia tego rodzaju służebności,prawo cywilne

2204,czy klientka może skorzystać z obniżenia wymiaru etatu wynikającego z uprawnienia do urlopu wychowawczego,prawo pracy

2205,czy przedstawiona przez klientkę umowa powierzenia przetwarzania danych osobowych zawiera niekorzystne dla klientki zapisy czy klientka przed podpisaniem umowy powinna otrzymać wszystkie załączniki które są przywoływane w treści umowy czy klientka podpisując umowę powinna zawrzeć w niej datę złożenia podpisu czy datę doręczenia klientce dokumentów,inne

2206,ile maksymalnie może pracować lekarz rezydent bez klauzuli optout w ciągu tygodnia wprzyjętym okresie rozliczeniowym,prawo medyczne

2207,czy klientka dokonując zmian w dokumentacji medycznej poprzednich pacjentów będzie mogła posługiwać się pieczątką nowo powstałej grupowej praktyki,prawo medyczne

2208,czy klient może zatrudnić fizjoterapeutów na podstawie umowy o pracę w swojej praktyce fizjoterapeutycznej czy klient powinien przekształcić swoją praktykę fizjoterapeutyczną w podmiot leczniczy,prawo medyczne

2209,czy maszynista ma obowiązek posiadać dwie pary okularów korekcyjnych jeżeli ma stwierdzoną wadę wzroku,prawo pracy

2210,jakie są podstawy odpowiedzialności lekarza prowadzącego indywidualną praktykę lekarską,prawo medyczne

2211,czy pracodawca może nie uznać wniosku klientki o udzielenie urlopu w trakcie okresu wypowiedzenia i zobowiązać ją do świadczenia pracy przez resztę okresu wypowiedzenia,prawo pracy

2212,czy lekarz weterynarz może wystawić zapotrzebowanie na produkt leczniczy z kategorii ba klientka powinna takie zapotrzebowanie zrealizować,prawo farmaceutyczne

2213,czy zamieszczając w poście link do dostępnego w internecie artykułu klient musi prosić autora bądź inną o zgodę jeżeli tak to w jaki sposób i w jakiej formie należałoby tego dokonać jeżeli nie to czy i w jaki sposób należałoby opisać źródło pochodzenia artykułu,inne

2214,czy pracodawca może odmówić klientowi udzielenia mu urlopu wypoczynkowego w okresie wypowiedzenia oraz urlopu na żądanie jeżeli zakłócałoby to pracę w zakładzie pracy,prawo pracy

2215,co w poniższej sytuacji może zrobić klientka,prawo administracyjne

2216,w jakiej formie należy doręczyć szpitalowi zaświadczenie o przeciwwskazaniach do odbywania dyżurów godzinnych czy klientka może przestać dyżurować po wyrobieniu dyżurów wynikających z programu specjalizacji,prawo medyczne

2217,jakie są zasady obliczania ekwiwalentu za urlop wypoczynkowy,prawo pracy

2218,w jaki sposób powinna zostać rozwiązana kwestia wynagrodzenia,prawo pracy

2219,czy pracodawca może zobowiązać klienta do pracy w godzinach nadliczbowych czy pracodawca może zobowiązać klienta do pracy w sobotę i niedzielę,prawo pracy

2220,co w praktyce oznaczają przedmiotowe pisma co wynika z nich dla klienta,inne

2221,co należy zrobić jeśli w sieci pojawią się opinie oczerniające lekarza,prawo karne

2222,czy działanie firmy liki jest zgodne z przepisami prawa,prawo farmaceutyczne

2223,w jaki sposób klientka powinna regulować opłaty za mieszkanie,prawo cywilne

2224,czy zmiana w strukturze właścicielskiej spółki jawnej pociąga za sobą konieczność uzyskania nowego zezwolenia na prowadzenie apteki w jaki sposób do spółki jawnej może dołączyć nowy wspólnik,prawo farmaceutyczne

2225,czy klientka może ponosić odpowiedzialność za leczenie kanałowe dokonane  lat temu,prawo medyczne

2226,czy klientka może wykorzystać urlop szkoleniowy na szkolenie online,prawo farmaceutyczne

2227,czy w postępowaniu cywilnym klient musi być reprezentowany przez pełnomocnika czy istnieje możliwość zmiany pełnomocnika w trakcie postępowania,prawo cywilne

2228,czy klientka ma obowiązek zastosować się do żądania,prawo administracyjne

2229,czy klient ma obowiązek uzyskać pozwolenie na budowę ogrodzenia czy klient ma obowiązek uzyskać zgodę sąsiadów na budowę ogrodzenia,prawo administracyjne

2230,czy klientowi przysługuje dodatek za okres od listopada  r do stycznia  r,prawo medyczne

2231,co klientka ma zrobić z dokumentacją medyczną czy klientka może oddać dokumentacje medyczną do archiwum,prawo medyczne

2232,czy pracodawca ma prawo zobowiązywać pacjenta do składania pisemnych wniosków urlopowych w celu udzielenia urlopu poza planem urlopowym,prawo pracy

2233,czy klient ma obowiązek podwyższyć wynagrodzenie asystentki stomatologicznej i higienistki stomatologicznej zatrudnionej w podmiocie leczniczym jeżeli asystentki i higienistki świadczą usługi na podstawie umowy zlecenia,prawo medyczne

2234,czy przedstawiona przez klientkę umowa o współpracę w zakresie pośrednictwa w sprzedaży produktów ubezpieczeniowych zawiera niekorzystne dla klientki zapisy,inne

2235,na jakich zasadach sąd przyznaje zwrot kosztów procesu stronie która zmieniła pełnomocnika w trakcie procesu,prawo cywilne

2236,jakie skutki wiążą się z podpisaniem listu intencyjnego przesłanego przez klientkę,prawo pracy

2237,czy klientkę obowiązuje tajemnica zawodowa czy klientka może potwierdzić w zeznaniach że pacjent był podejrzewany o zakażenie wirusem sarscov,prawo karne

2238,czy umowa zawarta z agencją mienia wojskowego może przewidywać że wspólnota będzie zobowiązana do ponoszenia kosztów utrzymania użyczonej nieruchomości czy wspólnota może żądać użyczenia części a nie całości działki czy przepisy powszechnie obowiązujące regulują kwestię częstotliwości prześwietlania drzew na nieruchomości,prawo cywilne

2239,czy klient ma obowiązek udostępnić wojewódzkiemu inspektorowi farmaceutycznego żądane przez niego informacje,prawo farmaceutyczne

2240,w jaki sposób pacjenci klientki powinni zwolnić ją z tajemnicy zawodowej,prawo cywilne

2241,czy pracodawcę maszynisty obejmują przepisy rozporządzenia rady ministrów w sprawie profilaktycznych posiłków i napojów dotyczące obowiązku zapewnienia bezpłatnych napoi od jakiej temperatury pracodawca musi zapewnić napoje maszynistą,prawo pracy

2242,czy pracownik może odmówić wykonania badań okresowych w trakcie trwania pandemii zgodnie z art m ust  ustawy o szczególnych rozwiązaniach związanych z zapobieganiem przeciwdziałaniem i zwalczaniem covid innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych,prawo medyczne

2243,jak powinien być sformułowany zapis o kilometrówce w ramach umowy najmu samochodu,prawo podatkowe

2244,czy importer sprowadzający do unii europejskiej produkty kosmetyczne które są już w niej sprzedawane musi przeprowadzać ocenę bezpieczeństwa produktów,inne

